log_id,log_date,duration_minutes,total_calories_burned,average_heart_rate,trainee_feedback_rating,coach_notes,program_id,trainee_id
8162,2023-06-08,107.7,774,169.5,4,"Struggled with the last few sets, might need more recovery.",7,76
8163,2023-12-02,76.73,411,119.7,2,"Good pace, kept heart rate in the target zone.",9,430
8164,2023-10-30,71.22,552,160.2,9,"Solid session, increased weights on main exercises.",8,222
8165,2023-01-01,57.33,552,161.6,4,"Great effort today, pushed through the fatigue.",9,204
8166,2024-01-06,58.19,570,121.8,10,"Struggled with the last few sets, might need more recovery.",2,183
8167,2023-04-30,40.37,382,170.9,8,Felt a bit tired but completed the program.,6,44
8168,2023-07-24,116.04,1073,161.1,6,Felt a bit tired but completed the program.,8,426
8169,2023-12-01,89.66,520,184.6,3,"A bit distracted, but finished the routine.",5,367
8170,2023-10-29,86.17,770,116.1,2,"Solid session, increased weights on main exercises.",6,119
8171,2023-03-24,56.61,544,149.4,6,Crushed the personal records today!,10,484
8172,2023-03-20,45.14,240,120.7,10,"Solid session, increased weights on main exercises.",8,275
8173,2023-10-22,101.37,809,154.2,4,"A bit distracted, but finished the routine.",5,407
8174,2023-05-01,107.56,678,184.2,3,"Good pace, kept heart rate in the target zone.",9,320
8175,2024-01-24,93.48,918,141.5,5,Needs to work on breathing technique during heavy lifts.,8,459
8176,2023-08-03,117.71,1064,148.1,6,"Great effort today, pushed through the fatigue.",3,483
8177,2023-04-18,55.34,439,110.8,2,"Standard workout, no special issues.",10,229
8178,2023-03-08,106.09,913,142.6,8,"Standard workout, no special issues.",4,399
8179,2023-12-20,93.37,789,182.8,5,"Standard workout, no special issues.",8,349
8180,2023-01-02,54.17,362,167.8,7,Excellent form throughout the entire workout.,6,58
8181,2023-01-27,72.3,700,129.0,3,Felt a bit tired but completed the program.,3,129
8182,2024-01-28,78.59,415,183.8,7,Crushed the personal records today!,1,240
8183,2023-11-17,40.5,230,117.6,8,"Good pace, kept heart rate in the target zone.",4,405
8184,2023-12-24,61.46,600,153.2,2,Felt a bit tired but completed the program.,8,199
8185,2023-10-06,111.63,935,179.4,10,"A bit distracted, but finished the routine.",9,283
8186,2023-10-17,63.91,415,183.0,9,"Great effort today, pushed through the fatigue.",4,163
8187,2023-11-21,93.63,549,179.2,2,"Good pace, kept heart rate in the target zone.",4,192
8188,2023-08-19,57.67,463,147.5,9,"Great effort today, pushed through the fatigue.",1,9
8189,2023-04-30,107.8,1024,152.4,9,"A bit distracted, but finished the routine.",5,234
8190,2023-05-21,47.15,341,124.1,1,"Good pace, kept heart rate in the target zone.",2,440
8191,2023-03-01,80.8,642,145.6,10,Felt a bit tired but completed the program.,1,248
8192,2023-05-04,66.9,482,116.6,10,Excellent form throughout the entire workout.,5,171
8193,2023-04-30,93.8,606,157.9,7,Crushed the personal records today!,2,190
8194,2023-09-19,116.83,936,112.1,3,"Struggled with the last few sets, might need more recovery.",10,121
8195,2023-12-24,38.47,266,163.1,2,"A bit distracted, but finished the routine.",3,6
8196,2023-05-19,84.96,520,119.2,2,Needs to work on breathing technique during heavy lifts.,6,76
8197,2023-09-09,34.66,224,117.4,3,"A bit distracted, but finished the routine.",7,40
8198,2023-09-29,75.63,711,119.3,1,Excellent form throughout the entire workout.,8,5
8199,2024-02-08,77.28,596,130.6,7,"A bit distracted, but finished the routine.",9,284
8200,2023-03-17,54.63,327,143.7,8,"Standard workout, no special issues.",9,278
8201,2023-09-13,30.83,263,180.0,4,"Struggled with the last few sets, might need more recovery.",7,129
8202,2023-07-09,41.86,260,157.0,1,Crushed the personal records today!,4,435
8203,2023-07-11,68.74,570,122.1,4,Needs to work on breathing technique during heavy lifts.,6,141
8204,2024-02-23,78.08,719,162.1,7,Crushed the personal records today!,7,496
8205,2023-03-22,63.07,464,151.6,3,"Good pace, kept heart rate in the target zone.",4,340
8206,2023-11-18,79.96,571,113.2,2,"Solid session, increased weights on main exercises.",1,449
8207,2024-02-29,118.07,774,163.5,3,"Good pace, kept heart rate in the target zone.",4,98
8208,2023-01-03,51.28,323,121.4,1,"Solid session, increased weights on main exercises.",5,74
8209,2024-01-01,51.06,335,116.6,10,Felt a bit tired but completed the program.,5,470
8210,2023-08-31,33.46,324,164.6,5,"Solid session, increased weights on main exercises.",9,88
8211,2023-04-09,33.32,192,151.3,9,"Solid session, increased weights on main exercises.",2,94
8212,2023-08-20,110.55,564,126.0,3,"Great effort today, pushed through the fatigue.",2,361
8213,2024-01-13,81.75,624,111.6,2,"Great effort today, pushed through the fatigue.",1,196
8214,2023-02-08,59.84,435,163.3,1,"Solid session, increased weights on main exercises.",3,208
8215,2023-01-17,59.87,312,166.9,10,"Great effort today, pushed through the fatigue.",1,378
8216,2023-10-11,71.34,384,135.4,7,Excellent form throughout the entire workout.,3,393
8217,2023-07-01,49.65,335,170.2,3,Excellent form throughout the entire workout.,6,217
8218,2023-11-01,57.7,451,159.6,10,"Solid session, increased weights on main exercises.",8,38
8219,2023-06-02,60.01,392,112.7,6,"Standard workout, no special issues.",2,399
8220,2023-09-28,109.93,661,132.1,2,"A bit distracted, but finished the routine.",8,352
8221,2023-03-27,91.57,740,118.2,2,"Great effort today, pushed through the fatigue.",10,440
8222,2024-02-18,86.01,488,179.7,5,"Standard workout, no special issues.",4,267
8223,2023-07-27,113.89,1131,178.9,2,Excellent form throughout the entire workout.,7,252
8224,2023-09-02,112.12,1028,147.4,6,"Good pace, kept heart rate in the target zone.",2,426
8225,2023-02-03,70.06,614,133.1,9,"Great effort today, pushed through the fatigue.",8,497
8226,2023-08-27,62.25,417,177.4,2,Felt a bit tired but completed the program.,10,65
8227,2023-06-29,83.12,802,126.4,10,Felt a bit tired but completed the program.,6,445
8228,2023-08-29,31.02,266,169.2,1,"Great effort today, pushed through the fatigue.",9,308
8229,2023-06-12,111.92,960,162.8,10,Needs to work on breathing technique during heavy lifts.,8,471
8230,2023-03-07,47.65,414,162.2,9,"A bit distracted, but finished the routine.",10,322
8231,2023-12-02,101.84,516,112.3,2,"A bit distracted, but finished the routine.",6,172
8232,2023-08-05,97.84,808,164.4,8,Crushed the personal records today!,3,428
8233,2023-06-24,48.29,317,167.1,9,"Struggled with the last few sets, might need more recovery.",5,365
8234,2023-05-09,103.89,918,112.3,5,Needs to work on breathing technique during heavy lifts.,6,476
8235,2023-07-17,119.87,605,121.0,9,Excellent form throughout the entire workout.,4,52
8236,2024-01-25,47.0,240,142.2,9,"Great effort today, pushed through the fatigue.",4,40
8237,2023-07-05,36.27,198,136.0,3,Crushed the personal records today!,4,234
8238,2023-11-25,78.36,761,165.9,6,"Struggled with the last few sets, might need more recovery.",10,474
8239,2023-10-12,44.02,364,169.4,6,"Great effort today, pushed through the fatigue.",10,185
8240,2023-12-31,59.69,392,180.8,1,Felt a bit tired but completed the program.,1,440
8241,2023-04-03,108.89,922,179.4,8,Crushed the personal records today!,7,240
8242,2023-06-30,74.01,617,114.7,6,Needs to work on breathing technique during heavy lifts.,6,128
8243,2023-09-27,109.72,673,132.8,3,Needs to work on breathing technique during heavy lifts.,9,248
8244,2023-09-28,51.75,344,137.0,3,Needs to work on breathing technique during heavy lifts.,9,334
8245,2023-05-11,34.89,267,171.1,9,Excellent form throughout the entire workout.,10,382
8246,2023-04-12,63.08,477,112.7,4,Excellent form throughout the entire workout.,7,452
8247,2023-09-30,37.36,279,161.4,10,Needs to work on breathing technique during heavy lifts.,4,93
8248,2023-09-06,103.18,633,166.9,1,"A bit distracted, but finished the routine.",3,151
8249,2023-07-23,114.0,960,120.2,3,"Solid session, increased weights on main exercises.",8,150
8250,2023-10-10,77.47,639,135.7,5,"Solid session, increased weights on main exercises.",8,314
8251,2023-08-01,100.02,500,129.1,3,"Solid session, increased weights on main exercises.",10,65
8252,2023-01-27,101.06,986,169.2,7,"Good pace, kept heart rate in the target zone.",4,252
8253,2023-06-29,33.71,255,169.9,10,"Struggled with the last few sets, might need more recovery.",4,206
8254,2023-02-04,95.32,913,115.5,6,"Great effort today, pushed through the fatigue.",3,449
8255,2023-08-07,40.21,386,141.4,8,Crushed the personal records today!,10,399
8256,2023-01-23,48.9,294,116.3,1,Crushed the personal records today!,6,56
8257,2023-01-22,100.75,681,122.2,9,"Good pace, kept heart rate in the target zone.",9,5
8258,2023-06-04,60.94,401,172.2,10,"A bit distracted, but finished the routine.",6,97
8259,2023-10-30,108.46,656,133.7,10,Felt a bit tired but completed the program.,5,474
8260,2023-02-21,73.24,460,166.3,2,"A bit distracted, but finished the routine.",2,55
8261,2023-11-10,67.74,545,171.4,5,Crushed the personal records today!,4,487
8262,2023-05-04,81.49,744,176.6,10,Felt a bit tired but completed the program.,2,458
8263,2023-05-20,110.15,858,137.7,6,"Struggled with the last few sets, might need more recovery.",3,18
8264,2023-01-22,48.83,441,137.1,7,Excellent form throughout the entire workout.,1,107
8265,2023-10-13,88.25,849,149.3,6,Needs to work on breathing technique during heavy lifts.,10,226
8266,2023-10-14,80.8,637,159.0,6,Excellent form throughout the entire workout.,6,169
8267,2023-04-08,68.06,586,134.4,1,"Struggled with the last few sets, might need more recovery.",2,345
8268,2023-09-25,93.15,884,162.5,3,"Good pace, kept heart rate in the target zone.",3,147
8269,2023-04-07,41.69,329,175.5,3,"Struggled with the last few sets, might need more recovery.",3,46
8270,2023-08-18,51.06,292,179.6,2,"Great effort today, pushed through the fatigue.",9,136
8271,2023-02-27,56.41,429,117.3,9,Excellent form throughout the entire workout.,1,111
8272,2023-12-02,103.92,921,145.7,7,"A bit distracted, but finished the routine.",8,379
8273,2024-01-20,98.51,606,156.4,1,Excellent form throughout the entire workout.,5,205
8274,2023-12-17,39.8,302,161.3,10,Needs to work on breathing technique during heavy lifts.,1,132
8275,2023-08-19,101.49,591,126.5,3,Crushed the personal records today!,8,167
8276,2023-10-12,49.12,330,148.6,6,Excellent form throughout the entire workout.,3,450
8277,2023-07-12,44.06,358,115.2,10,"A bit distracted, but finished the routine.",5,349
8278,2023-09-29,118.12,644,180.5,6,"Good pace, kept heart rate in the target zone.",1,364
8279,2023-02-12,45.03,270,181.0,8,"A bit distracted, but finished the routine.",10,196
8280,2023-09-28,30.25,165,163.0,5,Crushed the personal records today!,10,176
8281,2023-10-05,38.38,268,170.9,1,Crushed the personal records today!,6,350
8282,2023-04-25,92.95,639,181.2,4,"Good pace, kept heart rate in the target zone.",4,470
8283,2023-04-22,43.17,347,142.4,8,"A bit distracted, but finished the routine.",8,288
8284,2023-04-17,55.08,379,178.5,8,Needs to work on breathing technique during heavy lifts.,4,67
8285,2023-09-26,103.17,601,121.4,6,Needs to work on breathing technique during heavy lifts.,10,187
8286,2024-01-02,99.68,803,151.2,3,Needs to work on breathing technique during heavy lifts.,4,447
8287,2023-03-01,68.13,572,168.8,9,"Struggled with the last few sets, might need more recovery.",10,222
8288,2023-01-06,108.07,643,116.3,7,Excellent form throughout the entire workout.,7,38
8289,2023-03-17,86.85,712,163.4,1,Needs to work on breathing technique during heavy lifts.,4,387
8290,2023-08-02,56.8,336,114.7,5,Needs to work on breathing technique during heavy lifts.,2,236
8291,2023-05-08,108.95,705,173.5,4,Excellent form throughout the entire workout.,9,89
8292,2023-04-11,31.1,201,156.8,9,"Struggled with the last few sets, might need more recovery.",8,203
8293,2023-04-15,32.59,212,167.7,2,Felt a bit tired but completed the program.,9,383
8294,2023-06-20,81.15,811,154.4,10,"A bit distracted, but finished the routine.",1,364
8295,2023-06-07,90.55,897,131.8,4,Crushed the personal records today!,4,423
8296,2023-02-03,100.17,740,162.2,2,"Standard workout, no special issues.",5,338
8297,2023-10-19,89.89,580,181.4,7,Felt a bit tired but completed the program.,10,160
8298,2023-08-15,94.09,521,129.5,5,"A bit distracted, but finished the routine.",6,472
8299,2023-08-29,37.77,371,151.2,8,Crushed the personal records today!,9,309
8300,2023-04-09,42.11,309,181.2,8,"Solid session, increased weights on main exercises.",1,269
8301,2023-08-11,53.02,414,130.7,3,"A bit distracted, but finished the routine.",3,319
8302,2023-01-13,114.54,648,126.2,5,Felt a bit tired but completed the program.,9,393
8303,2023-12-30,43.97,397,111.1,2,Crushed the personal records today!,5,353
8304,2024-01-04,106.47,740,169.4,7,Needs to work on breathing technique during heavy lifts.,9,250
8305,2023-07-07,108.82,579,151.9,7,"Good pace, kept heart rate in the target zone.",5,404
8306,2023-08-06,111.61,1048,151.3,4,"Struggled with the last few sets, might need more recovery.",4,115
8307,2023-01-08,66.11,597,110.0,5,"Standard workout, no special issues.",7,383
8308,2023-08-15,79.12,557,141.8,7,"Struggled with the last few sets, might need more recovery.",5,326
8309,2024-01-09,51.7,340,131.1,9,Felt a bit tired but completed the program.,8,25
8310,2023-09-26,37.29,225,150.8,8,"A bit distracted, but finished the routine.",1,361
8311,2024-02-08,62.06,456,126.0,10,"Great effort today, pushed through the fatigue.",7,223
8312,2023-01-09,111.66,1112,150.4,8,Excellent form throughout the entire workout.,9,194
8313,2023-01-03,107.66,730,129.1,3,Excellent form throughout the entire workout.,5,394
8314,2024-02-06,81.75,650,123.3,10,"A bit distracted, but finished the routine.",9,183
8315,2023-07-26,54.52,377,138.6,5,"Struggled with the last few sets, might need more recovery.",8,462
8316,2023-01-29,96.68,765,154.5,4,"Standard workout, no special issues.",3,205
8317,2023-12-07,35.47,338,157.6,3,"Great effort today, pushed through the fatigue.",10,57
8318,2023-01-23,68.71,598,163.3,1,"Standard workout, no special issues.",4,326
8319,2023-02-24,117.67,796,183.4,9,"A bit distracted, but finished the routine.",2,16
8320,2023-06-28,97.28,683,140.1,4,"Struggled with the last few sets, might need more recovery.",10,204
8321,2023-10-30,53.38,531,184.0,5,"A bit distracted, but finished the routine.",10,175
8322,2023-01-02,87.98,581,133.8,8,Needs to work on breathing technique during heavy lifts.,1,87
8323,2023-07-14,35.6,234,164.6,5,"Good pace, kept heart rate in the target zone.",8,28
8324,2023-10-18,103.33,740,181.2,7,"Struggled with the last few sets, might need more recovery.",7,298
8325,2023-04-11,38.8,315,167.1,10,"Solid session, increased weights on main exercises.",7,297
8326,2024-01-01,52.65,501,138.3,6,"A bit distracted, but finished the routine.",1,143
8327,2024-02-12,64.95,507,145.3,2,"Solid session, increased weights on main exercises.",9,422
8328,2023-02-13,47.39,376,165.8,8,"Struggled with the last few sets, might need more recovery.",3,109
8329,2023-03-13,55.62,515,124.5,8,"Great effort today, pushed through the fatigue.",2,211
8330,2023-04-09,92.13,720,119.2,5,"Solid session, increased weights on main exercises.",2,352
8331,2023-02-03,105.98,1004,141.5,5,Needs to work on breathing technique during heavy lifts.,3,73
8332,2023-11-29,84.3,767,115.6,4,"Solid session, increased weights on main exercises.",1,430
8333,2023-11-28,97.53,807,141.3,1,Needs to work on breathing technique during heavy lifts.,4,245
8334,2023-06-14,45.21,437,179.0,9,"Solid session, increased weights on main exercises.",9,279
8335,2023-11-28,47.87,395,183.0,10,"Solid session, increased weights on main exercises.",7,438
8336,2024-01-24,96.69,763,151.9,9,"Solid session, increased weights on main exercises.",8,410
8337,2023-06-24,47.83,295,179.4,9,"Standard workout, no special issues.",5,352
8338,2023-11-26,101.76,725,160.8,5,"Struggled with the last few sets, might need more recovery.",5,425
8339,2023-05-20,117.54,925,121.5,9,Needs to work on breathing technique during heavy lifts.,10,325
8340,2023-01-25,60.45,517,162.7,10,"Solid session, increased weights on main exercises.",3,275
8341,2023-02-05,65.5,469,152.6,8,"Solid session, increased weights on main exercises.",9,67
8342,2024-01-07,72.63,383,113.8,2,Felt a bit tired but completed the program.,5,217
8343,2023-03-23,102.89,984,175.3,10,"Good pace, kept heart rate in the target zone.",8,178
8344,2024-02-08,109.42,735,162.3,3,"Solid session, increased weights on main exercises.",4,434
8345,2024-01-25,93.77,694,163.2,4,Crushed the personal records today!,2,74
8346,2023-03-20,71.69,515,176.1,8,"Struggled with the last few sets, might need more recovery.",7,436
8347,2024-02-27,111.18,702,176.9,2,"Struggled with the last few sets, might need more recovery.",10,484
8348,2023-11-17,56.13,419,148.8,6,"Standard workout, no special issues.",2,248
8349,2023-04-01,30.72,191,119.9,4,"Standard workout, no special issues.",10,297
8350,2023-04-04,96.02,790,119.5,9,Crushed the personal records today!,7,355
8351,2024-01-02,88.3,876,128.6,8,"Struggled with the last few sets, might need more recovery.",7,42
8352,2023-07-03,118.48,1134,184.4,8,"A bit distracted, but finished the routine.",1,493
8353,2023-04-20,119.11,791,145.6,10,Crushed the personal records today!,7,219
8354,2023-08-22,45.65,447,140.2,10,Felt a bit tired but completed the program.,7,128
8355,2023-05-02,112.27,592,111.7,9,Needs to work on breathing technique during heavy lifts.,9,353
8356,2023-08-25,38.65,224,168.7,4,Excellent form throughout the entire workout.,10,329
8357,2023-02-01,94.57,671,170.5,7,"Good pace, kept heart rate in the target zone.",7,305
8358,2023-06-22,52.79,439,125.3,4,"Struggled with the last few sets, might need more recovery.",5,87
8359,2023-10-07,71.45,401,163.8,5,"A bit distracted, but finished the routine.",7,174
8360,2023-12-08,30.82,247,110.9,9,"A bit distracted, but finished the routine.",3,82
8361,2023-08-30,41.76,267,149.5,9,"Good pace, kept heart rate in the target zone.",10,331
8362,2023-01-01,32.38,194,112.3,8,"Good pace, kept heart rate in the target zone.",6,451
8363,2023-12-06,41.42,390,110.3,10,Needs to work on breathing technique during heavy lifts.,1,219
8364,2023-04-12,78.96,471,152.7,1,"Good pace, kept heart rate in the target zone.",2,277
8365,2023-09-24,65.2,629,169.8,5,Needs to work on breathing technique during heavy lifts.,2,384
8366,2023-01-22,107.6,692,125.5,6,"Good pace, kept heart rate in the target zone.",7,264
8367,2023-03-01,116.36,852,158.6,4,Excellent form throughout the entire workout.,10,294
8368,2023-02-20,33.56,267,179.4,6,Excellent form throughout the entire workout.,6,160
8369,2023-07-22,31.94,244,151.2,3,Crushed the personal records today!,2,311
8370,2023-07-01,119.82,665,166.0,5,"Good pace, kept heart rate in the target zone.",1,260
8371,2023-12-27,67.53,445,114.0,2,"Struggled with the last few sets, might need more recovery.",7,442
8372,2023-06-19,82.47,753,120.9,6,"Good pace, kept heart rate in the target zone.",10,453
8373,2023-11-27,107.49,1003,177.3,4,"Great effort today, pushed through the fatigue.",6,100
8374,2023-07-21,74.26,378,155.2,3,"Good pace, kept heart rate in the target zone.",9,253
8375,2023-07-15,37.55,331,177.9,8,"Standard workout, no special issues.",6,151
8376,2023-05-27,55.07,354,151.1,2,"A bit distracted, but finished the routine.",5,305
8377,2023-03-29,113.12,572,131.1,5,"Great effort today, pushed through the fatigue.",3,130
8378,2023-03-10,104.62,729,113.9,7,"Struggled with the last few sets, might need more recovery.",9,67
8379,2023-10-14,37.04,263,160.3,1,"Standard workout, no special issues.",10,485
8380,2023-02-14,63.63,535,158.2,5,Needs to work on breathing technique during heavy lifts.,1,433
8381,2023-01-21,45.3,307,146.7,5,"Great effort today, pushed through the fatigue.",9,181
8382,2023-04-19,106.62,760,162.4,5,Crushed the personal records today!,1,161
8383,2023-08-04,93.58,762,147.7,2,"Great effort today, pushed through the fatigue.",6,496
8384,2023-05-01,51.14,398,173.4,7,Excellent form throughout the entire workout.,8,288
8385,2024-01-27,93.17,715,177.7,6,"Good pace, kept heart rate in the target zone.",4,320
8386,2023-12-02,60.97,586,182.6,5,"A bit distracted, but finished the routine.",6,451
8387,2023-02-15,35.12,208,168.1,5,Needs to work on breathing technique during heavy lifts.,3,30
8388,2023-09-12,94.08,634,167.9,3,"A bit distracted, but finished the routine.",6,144
8389,2023-05-09,98.98,674,118.9,3,Needs to work on breathing technique during heavy lifts.,9,444
8390,2023-09-01,93.94,611,153.7,7,Needs to work on breathing technique during heavy lifts.,5,462
8391,2023-01-14,96.31,485,143.9,5,"Great effort today, pushed through the fatigue.",10,241
8392,2023-01-28,69.37,481,114.1,9,Excellent form throughout the entire workout.,9,496
8393,2023-05-25,100.31,698,141.2,6,Needs to work on breathing technique during heavy lifts.,7,448
8394,2023-01-08,104.23,1014,159.4,8,Felt a bit tired but completed the program.,1,99
8395,2023-01-24,33.6,184,148.1,7,Felt a bit tired but completed the program.,7,191
8396,2023-12-26,116.41,983,164.6,4,"Standard workout, no special issues.",5,322
8397,2024-02-19,104.28,953,175.3,7,Crushed the personal records today!,1,74
8398,2023-03-10,54.19,396,146.5,2,"Solid session, increased weights on main exercises.",7,305
8399,2023-08-14,40.15,378,145.1,10,Excellent form throughout the entire workout.,1,493
8400,2023-05-02,97.33,703,184.0,4,Crushed the personal records today!,5,92
8401,2023-06-05,57.65,494,141.9,10,"Struggled with the last few sets, might need more recovery.",7,241
8402,2023-07-26,72.46,689,164.4,3,"Good pace, kept heart rate in the target zone.",4,486
8403,2023-02-27,82.3,652,125.8,6,Felt a bit tired but completed the program.,9,157
8404,2023-05-22,66.18,431,163.3,9,"A bit distracted, but finished the routine.",4,289
8405,2023-03-31,57.76,428,160.6,5,"A bit distracted, but finished the routine.",3,363
8406,2023-12-29,50.34,396,133.8,5,Crushed the personal records today!,5,383
8407,2023-06-09,56.09,419,122.2,7,"Great effort today, pushed through the fatigue.",4,438
8408,2023-06-30,105.94,740,130.4,9,"Solid session, increased weights on main exercises.",7,247
8409,2024-02-09,43.12,417,174.0,8,Felt a bit tired but completed the program.,3,138
8410,2023-03-21,118.14,874,132.7,6,Crushed the personal records today!,6,367
8411,2023-11-12,88.03,638,176.4,9,Felt a bit tired but completed the program.,9,135
8412,2023-12-01,30.46,209,122.5,6,"Solid session, increased weights on main exercises.",5,201
8413,2023-08-11,112.02,895,163.4,5,Excellent form throughout the entire workout.,8,299
8414,2024-02-11,64.95,451,167.6,3,"Solid session, increased weights on main exercises.",2,342
8415,2023-10-27,39.14,290,157.2,4,"Great effort today, pushed through the fatigue.",6,192
8416,2023-04-20,44.54,238,116.9,10,"Struggled with the last few sets, might need more recovery.",8,141
8417,2023-05-17,50.26,321,136.8,8,"Struggled with the last few sets, might need more recovery.",10,289
8418,2023-03-31,118.92,747,146.5,1,Needs to work on breathing technique during heavy lifts.,9,457
8419,2023-08-06,116.69,991,163.5,7,Crushed the personal records today!,5,141
8420,2023-08-19,93.78,597,140.0,5,Excellent form throughout the entire workout.,1,63
8421,2023-05-17,41.87,267,172.9,4,Needs to work on breathing technique during heavy lifts.,7,44
8422,2023-03-13,64.81,509,167.1,5,"Solid session, increased weights on main exercises.",8,253
8423,2023-08-28,72.67,450,153.2,7,Excellent form throughout the entire workout.,7,394
8424,2023-09-09,114.66,945,139.5,8,"Solid session, increased weights on main exercises.",2,376
8425,2024-02-26,93.79,734,159.6,6,"A bit distracted, but finished the routine.",2,231
8426,2023-03-16,108.61,616,130.2,2,"Good pace, kept heart rate in the target zone.",6,343
8427,2023-08-12,30.42,278,111.5,10,"Good pace, kept heart rate in the target zone.",1,257
8428,2024-01-01,111.78,1117,143.0,3,Crushed the personal records today!,4,206
8429,2023-02-28,48.83,378,136.9,3,Needs to work on breathing technique during heavy lifts.,5,262
8430,2023-09-13,114.76,944,125.5,9,Needs to work on breathing technique during heavy lifts.,1,8
8431,2023-09-04,110.61,798,114.4,5,Needs to work on breathing technique during heavy lifts.,6,214
8432,2023-06-04,87.13,489,139.7,9,"Standard workout, no special issues.",3,421
8433,2023-01-21,57.27,351,137.9,4,Crushed the personal records today!,3,47
8434,2023-11-09,35.8,250,114.0,2,Needs to work on breathing technique during heavy lifts.,5,355
8435,2023-05-03,82.14,655,160.1,5,"Struggled with the last few sets, might need more recovery.",10,98
8436,2023-02-20,105.15,654,130.3,5,"Good pace, kept heart rate in the target zone.",6,127
8437,2023-11-01,43.8,352,123.3,9,"Struggled with the last few sets, might need more recovery.",9,275
8438,2024-01-16,83.53,510,154.7,9,"Great effort today, pushed through the fatigue.",6,423
8439,2023-05-18,47.75,290,164.4,1,"Struggled with the last few sets, might need more recovery.",8,279
8440,2023-06-29,119.43,1017,163.8,6,Excellent form throughout the entire workout.,3,463
8441,2023-01-07,54.44,488,137.7,10,Excellent form throughout the entire workout.,3,391
8442,2023-05-06,111.04,921,136.4,1,Crushed the personal records today!,6,305
8443,2023-01-18,44.61,235,140.9,1,"Struggled with the last few sets, might need more recovery.",10,105
8444,2023-05-23,109.49,563,175.2,3,Felt a bit tired but completed the program.,9,448
8445,2023-12-28,88.48,563,130.6,7,"Struggled with the last few sets, might need more recovery.",10,232
8446,2023-04-25,46.38,327,117.6,9,"Solid session, increased weights on main exercises.",8,356
8447,2023-10-19,105.59,1011,142.7,4,"Struggled with the last few sets, might need more recovery.",1,72
8448,2023-07-11,104.87,1033,166.6,6,"Struggled with the last few sets, might need more recovery.",2,233
8449,2023-05-09,91.71,753,146.9,7,"Solid session, increased weights on main exercises.",10,350
8450,2023-12-02,56.9,493,117.1,2,Crushed the personal records today!,5,251
8451,2023-01-08,39.34,305,151.6,2,Crushed the personal records today!,2,248
8452,2024-02-01,77.35,599,133.8,4,Felt a bit tired but completed the program.,5,171
8453,2023-09-08,100.01,654,173.3,10,Excellent form throughout the entire workout.,9,323
8454,2024-02-27,105.16,791,173.7,10,Needs to work on breathing technique during heavy lifts.,2,89
8455,2023-04-03,83.27,682,181.8,10,"Solid session, increased weights on main exercises.",7,152
8456,2023-04-29,73.92,648,129.2,8,"Solid session, increased weights on main exercises.",10,379
8457,2023-01-08,56.27,312,161.9,6,"A bit distracted, but finished the routine.",4,288
8458,2023-12-09,106.19,745,172.0,6,Excellent form throughout the entire workout.,5,138
8459,2024-02-21,111.13,876,165.8,6,"A bit distracted, but finished the routine.",9,324
8460,2023-04-17,105.01,971,117.8,5,Felt a bit tired but completed the program.,9,443
8461,2023-05-16,71.93,462,145.3,5,"Solid session, increased weights on main exercises.",1,282
8462,2023-12-08,52.14,375,150.1,6,Excellent form throughout the entire workout.,3,217
8463,2023-01-25,70.61,370,133.1,10,"A bit distracted, but finished the routine.",6,318
8464,2023-01-09,34.91,275,151.6,7,Felt a bit tired but completed the program.,3,211
8465,2023-07-10,104.62,706,177.6,8,Crushed the personal records today!,4,19
8466,2024-01-22,85.7,535,145.6,6,"Struggled with the last few sets, might need more recovery.",10,287
8467,2023-07-26,49.03,361,180.1,1,Needs to work on breathing technique during heavy lifts.,7,226
8468,2023-12-22,62.66,427,151.9,4,"Good pace, kept heart rate in the target zone.",4,35
8469,2023-02-20,118.77,698,135.2,1,"Solid session, increased weights on main exercises.",4,227
8470,2023-07-13,73.76,701,151.8,3,"Struggled with the last few sets, might need more recovery.",8,13
8471,2023-09-10,82.16,714,124.6,9,Crushed the personal records today!,3,348
8472,2023-02-26,100.21,514,111.3,1,"Solid session, increased weights on main exercises.",4,96
8473,2024-01-07,115.34,1025,150.7,7,"Good pace, kept heart rate in the target zone.",5,359
8474,2023-08-02,62.43,333,117.7,7,"Good pace, kept heart rate in the target zone.",1,27
8475,2023-04-23,66.15,404,164.5,4,Needs to work on breathing technique during heavy lifts.,10,393
8476,2023-07-14,99.36,964,146.6,1,"Great effort today, pushed through the fatigue.",5,76
8477,2023-07-26,41.16,314,176.7,2,"A bit distracted, but finished the routine.",4,257
8478,2023-05-21,73.88,494,166.0,5,Crushed the personal records today!,4,270
8479,2024-02-26,82.1,663,147.0,10,"Standard workout, no special issues.",2,38
8480,2024-01-24,48.62,350,163.6,10,"A bit distracted, but finished the routine.",2,395
8481,2023-10-08,62.32,599,135.3,5,"Standard workout, no special issues.",4,234
8482,2023-10-11,60.58,329,127.7,7,"Standard workout, no special issues.",7,99
8483,2024-02-02,95.25,731,122.1,5,Excellent form throughout the entire workout.,7,489
8484,2023-02-10,92.55,490,110.6,1,Needs to work on breathing technique during heavy lifts.,1,497
8485,2023-12-01,105.8,757,157.7,6,"Standard workout, no special issues.",9,481
8486,2023-04-17,81.44,464,169.1,1,Needs to work on breathing technique during heavy lifts.,4,193
8487,2024-01-07,30.03,229,145.1,4,"Good pace, kept heart rate in the target zone.",5,26
